2024-03-07 16:28:33,979 - root - INFO - Loading ...
2024-03-07 16:28:33,979 - root - INFO - Signal file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001E0-PSG.edf
2024-03-07 16:28:33,979 - root - INFO - Annotation file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001EC-Hypnogram.edf
2024-03-07 16:28:33,994 - root - INFO - Start datetime: 1989-04-24 16:13:00
2024-03-07 16:28:33,994 - root - INFO - File duration: 79500 sec
2024-03-07 16:28:33,995 - root - INFO - Epoch duration: 30.0 sec
2024-03-07 16:28:34,209 - root - INFO - Select channel: EEG Fpz-Cz
2024-03-07 16:28:34,209 - root - INFO - Select channel samples: 7950000
2024-03-07 16:28:34,209 - root - INFO - Sample rate: 100.0
2024-03-07 16:31:06,315 - root - INFO - Loading ...
2024-03-07 16:31:06,315 - root - INFO - Signal file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001E0-PSG.edf
2024-03-07 16:31:06,315 - root - INFO - Annotation file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001EC-Hypnogram.edf
2024-03-07 16:31:06,316 - root - INFO - Start datetime: 1989-04-24 16:13:00
2024-03-07 16:31:06,316 - root - INFO - File duration: 79500 sec
2024-03-07 16:31:06,317 - root - INFO - Epoch duration: 30.0 sec
2024-03-07 16:31:06,449 - root - INFO - Select channel: EEG Fpz-Cz
2024-03-07 16:31:06,449 - root - INFO - Select channel samples: 7950000
2024-03-07 16:31:06,449 - root - INFO - Sample rate: 100.0
2024-03-07 16:32:11,420 - root - INFO - Loading ...
2024-03-07 16:32:11,420 - root - INFO - Signal file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001E0-PSG.edf
2024-03-07 16:32:11,420 - root - INFO - Annotation file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001EC-Hypnogram.edf
2024-03-07 16:32:11,421 - root - INFO - Start datetime: 1989-04-24 16:13:00
2024-03-07 16:32:11,421 - root - INFO - File duration: 79500 sec
2024-03-07 16:32:11,421 - root - INFO - Epoch duration: 30.0 sec
2024-03-07 16:32:11,550 - root - INFO - Select channel: EEG Fpz-Cz
2024-03-07 16:32:11,550 - root - INFO - Select channel samples: 7950000
2024-03-07 16:32:11,551 - root - INFO - Sample rate: 100.0
2024-03-07 16:33:00,348 - root - INFO - Loading ...
2024-03-07 16:33:00,348 - root - INFO - Signal file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001E0-PSG.edf
2024-03-07 16:33:00,348 - root - INFO - Annotation file: /home/gccn6333/Téléchargements/sleep-edf-database-expanded-1.0.0/sleep-cassette/SC4001EC-Hypnogram.edf
2024-03-07 16:33:00,349 - root - INFO - Start datetime: 1989-04-24 16:13:00
2024-03-07 16:33:00,349 - root - INFO - File duration: 79500 sec
2024-03-07 16:33:00,350 - root - INFO - Epoch duration: 30.0 sec
2024-03-07 16:33:00,481 - root - INFO - Select channel: EEG Fpz-Cz
2024-03-07 16:33:00,481 - root - INFO - Select channel samples: 7950000
2024-03-07 16:33:00,481 - root - INFO - Sample rate: 100.0
2024-03-07 16:33:00,482 - root - INFO - Include onset:0, duration:30630, label:0 (Sleep stage W)
2024-03-07 16:33:00,482 - root - INFO - Include onset:30630, duration:120, label:1 (Sleep stage 1)
2024-03-07 16:33:00,482 - root - INFO - Include onset:30750, duration:390, label:2 (Sleep stage 2)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31140, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31170, duration:30, label:2 (Sleep stage 2)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31200, duration:150, label:3 (Sleep stage 3)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31350, duration:30, label:3 (Sleep stage 4)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31380, duration:60, label:3 (Sleep stage 3)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31440, duration:60, label:3 (Sleep stage 4)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31500, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31530, duration:120, label:3 (Sleep stage 4)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31650, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31680, duration:120, label:3 (Sleep stage 4)
2024-03-07 16:33:00,482 - root - INFO - Include onset:31800, duration:30, label:0 (Sleep stage W)
2024-03-07 16:33:00,483 - root - INFO - Include onset:31830, duration:60, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:31890, duration:60, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:31950, duration:120, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32070, duration:30, label:3 (Sleep stage 4)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32100, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32130, duration:120, label:3 (Sleep stage 4)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32250, duration:210, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32460, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32490, duration:60, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32550, duration:120, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32670, duration:30, label:1 (Sleep stage 1)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32700, duration:150, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32850, duration:60, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32910, duration:30, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32940, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:32970, duration:30, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:33000, duration:120, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:33120, duration:150, label:3 (Sleep stage 4)
2024-03-07 16:33:00,483 - root - INFO - Include onset:33270, duration:30, label:3 (Sleep stage 3)
2024-03-07 16:33:00,483 - root - INFO - Include onset:33300, duration:30, label:2 (Sleep stage 2)
2024-03-07 16:33:00,483 - root - INFO - Include onset:33330, duration:60, label:3 (Sleep stage 3)
